کمي,scarcity
حريرنما,silk-like
حريربافي,silk-weaving
ابريشمي,silky
حريري,silken
ابريشم نما کردن,silken
ابريشم پوش,silken
کرم پيله,silkworm
کرم ابريشم,silkworm
تلمبار,silkworm nursery
گسله بستري,sill
خري,silliness
بي سر و ته,silly
آدم مهمل,silly
نافهم,stupid
حرف مزخرف,silly talk
بيان مزخرف,silly talk
سيلو,silo
لجن گرفتن,silt
درختان جنگلي,silva
نقره,silver
سيمين,Simin
نقره پوش کردن,silver
نقرهاي,silver
نقره فام شدن,silver
ظرف نقره,silver plate
استاندارد نقره,silver standard
آب نقره,silver-plate
مفضض,silver-plated
نقره کار,silversmith
سيمگر,silversmith
نقرهساز,silversmith
نقره آلات,silverware
نقرهآلات,silverware
نقره فام,silvery
سيمگون,silvery
سيم اندود,silvery
سيلوا,Silvya
سيمارخ,Simarokh
ميمون مانند,simian
شبيه ميمون,simian
پرمانند,similar
همسو,similar
متماثل,similar
مانسته,similar
ماننده,similar
شبيه,similar to
همگن,similar
متشابه,similar
تالي,similar
همساني,similarity
تماثل,similarity
همگوني,similarity
صنعت تشبيه,simile
سيميندخت,Simindokht
سيمينتاج,Simintaj
آهسته جوشانيدن,simmer
نيم جوش کردن,simmer
شمعون,Simon
سيمون بوليوار,Simon Bulivar
سفيهانه خنديدن,simper
خنده زورکي کردن,simper
بي تجمل,simple
ساده,simple
هالو,simple minded
جمله بسيط,simple sentence
کم استعداد,simpleminded
سادک,simplex
سادگي,simplicity
سادهشده,simplified
ساده کردن,simplify
بسادگي,simply
شباهت وهمي,simulacrum
صورت خيالي,simulacrum
نمودناک,simulacrum
همبودي,simultaneity
همگاهي,simultaneity
هموقت,simultaneous
همگاه,simultaneous
همبود,simultaneous
به طور همزمان,simultaneously
خطاکاري کردن,sin
معصيت کردن,sin
گنه کردن,sin
گناه کاردن,sin
ذنب,tail
معصيت,sin
سيئه,sin
گناه ورزيدن,sin
گنه,sin
سينا,Sina
نظر باينکه,since
ازهنگاميکه,since
ازاينرو,since
از زمانيکه,since
از موقعيکه,since
خالصانه,sincere
مخلصانه,sincere
يکرنگ,unicolor
باخلوص,sincere
نصوح,true
يار جاني,sincere friend
رجاء واثق,sincere hope
صادقانه,truthfully
ارادتمند,sincerely
سخت پي,sinewy
معصيت آميز,sinful
گناهکاري,sinfulness
خطاکاري,sinfulness
سراييدن,sing
ترنم کردن,sing
آواز خواندن,sing
سرودني,singable
سنگاپور,Singapore
سنگاپوري,Singaporean
نغمه سرا,vocalist
آوازه خوان,singer
سرودخوان,singer
آواز خوان,singer
مترنم,singing
سراينده,singer
نغمه سرايي,warbling
ترنم,singing
سرايش,singing
سرودخواني,singing
تغزل,singing love
غزل خواني,singing ode
منفرد,unique
بي زن,wifeless
فرد کردن,single
مفرد,single
ماده واحده,single article
مفردات,single elements
يک رديف,single file
نخله,single palm
دردانه,unique child
جهانفردي,single universe
تکارزشي,single valued
يک نفره,single-seat
يک سطر,singleton
بطور مجرد,singly
يک يک,singly
يکان يکان,singly
فردا فرد,singly
يک وزن,singsong
تکين,singular
تکيني,singularity
سينهالي,Sinhala
جنبه چيني دادن,sinicize
متمايل بچپ,sinistral
ته رفتن,sink
فرو رفتن,sink
فرو بردن,sink
چاهک,small well
مته کار,sinker
قالب ريز,sinker
فروبرنده,swallower
خطاکار,wrongdoer
معاصي,sins
ذنوب,sins
منکرات,sins
بستن وسخت شدن,sinter
شيار موجي,sinuosity
سينوس,sinus
معصره,sinus
سينوسي,sinusoidal
سو سيتي,Sioux City
مزمزه کردن,sip
مزهمزه کردن,sip
مزمزه,taste
جرعه مشروب,sip
سيفون,siphon
لقمه کوچک,sippet
شخص والامقام,sir
زن دلفريب,sirenic
سوت کارخانه,sirenic
زنگ آژير,siren
شعراي يماني,Sirius
بادسام,sirocco
گرم باد,sirocco
سيروس,Sirus
سيستاني,Sistani
همشيره,sister
خواهر,sister
آباجي,sister
زن برادر,sister in law
خواهر شوهر,sister in law
خواهرزن,sister-in-law
خواهري,sisterhood
خواهرانه,sisterly
خواهر وار,sisterly
چمباتمه زدن,sit
بنشين,sit
تمرگيدن,sit down
متحصن شدن,take sanctuary
بالاي منبر رفتن,sit on pulpit
سيتا,Sita
سه تار,sitar
واقع در,situated in
موقعيت,situation
وضعي,situational
شش,six
شش تير,six gun
شش لول,six gun
شش صد,six hundred
شش پا,six-footed
شش برابر,sixfold
شش پنسي,sixpenny
شانزده,sixteen
يک ششم,sixth
سادس,sixth
سدس,sixth
سادسا,sixthly
يک شصتم,sixtieth
يک شصت,sixtieth
شصت,sixty
دريافت ميدارد,sizer
جلز ولز کردن,sizzle
جز کردن,sizzle
جز زدن,sizzle
جلزولز,sizzling
جز جز,sizzling
اسکيت,skate
کفش چرخدار,skate
سرسره بازي کردن,skate
اسکيت بازي کردن,skate
اسکيت باز,skater
اسکتينگ,skating
اسکيتينک,skating
استخوان بندي,skeleton
شاه کليد,skeleton key
شک گراي,skeptic
ديرباوري,skepticism
طراحي کليات,sketch
کتاب مسوده,sketchbook
سيخکباب,skewer
اسکي,ski
اسکي بازي کردن,ski
اسکي کردن,ski
کفس اسکي,ski boot
تلسکي,ski lift
مسير سقوط,skid
ناحيه پست,skid row
اسکي باز,skier
سموات,skies
سماوات,skies
وابسته باسمان,skiey
قايق سريع السير,skiff
اسکي بازي,skiing
بامهارت,skilful
کاردان بودن,skill
مهارت عملي داشتن,skill
سررشته,skill
خبرت,skill
کارآمد,skillful
استادکار,workman
ماهرانه,skillfully
ذي فنون,skillful
ذوالفنون,skillful
متبحر,skillful
فنون,skills
آلت سرشيرگيري,skimmer
پوست انسان,skin
بيماري جلدي,skin disease
مرض جلدي,skin disease
پيوندپوست,skin grafting
مسامات پوست,skin pores
شکم پر,skinful
سقنقور,skink
ريگماهي,skink
بي پوست,skinless
مقشر,skinned
لاغر,thin
نحيف,weak
جست بزن,skip
ناخداي کشتي,skipper
صداي زير,treble
صداي جيغ,skirl
صداي گردباد,skirl
کشمکش,skirmish
دامن,skirt
پاچين,skirt
دامن دوختن,skirt
چين دامن,skirt folds
پارچه دامني,skirting material
دامني,skirting
ليز خوري,skitter
پوست تراش,skiver
عرقچين,skullcap
زياد بالا بردن,sky
آسمان,sky
سماء,sky
چکاوک,skylark
پنجره طاق,skylight
آسمانخراش,skyscraper
آسمان خراش,skyscraper
بطرف آسمان,skyward
بلند ولاغر,slab sided
ماشين تراش,turnery
سست کننده,slacker
سرباره,slag
گداز آتشفشاني,slag
معتدل شدن,slake
آبديده کردن,slake
آب ديدهگي,tempere
آهک آبديده,slaked lime
آهک کشته,slaked lime
بهمکوفتن,slam
ذم,slander
بدگويانه,slanderous
بدگو,slanderous
عاميانه,vulgar
اصطلاح عاميانه,slang
خط مايل,slant line
اريب,slanting
بطور اريب,slantwise
تپانچه زدن,slap
باکف دست زدن,slap
سيلي زدن,slap
ضربت سريع,slap
سيلي,slap
شپلاق,slap
چک زدن,slap on the face
نشان مميز,slash
خيلي کم کردن,slash
بازار شکن,slasher
توفالي,slat
سنگ لوح,slater
ورقه سنگ,slate
سنگ متورق,slate
لوح سنگ,slate
پلمه,slate
خيلي پخش کردن,slather
مقدار فراوان,slather
باريکه باريکه,slaty
کشتار,slaughter
مذبوح,slaughtered
سلاخ,slaughterer
ذابح,slaughterer
مسلخ,slaughterhouse
سلاخ خانه,slaughterhouse
قصاب خانه,slaughterhouse
سلاخي,slaughtering
اسلاو زبان,Slav
اسلاو,Slav
مملوک,slave
برده,won
حلقه بگوش,slave
زرخريد,slave
صاحب برده,slaveholder
گليز ماليدن,slaver
برده فروش,slaver
رقيت,slavery
رق,slavery
بردگي,slavery
کنيزي,slavery
عبيد,slaves
رقاب,slaves
زبان اسلاوي,slavic
غلام صحت,slavish
سقلابي,slavonic
ابريشم خامه,sleave
ابريشم نتابيده,sleave silk
سورتمه,sled
سورتمه راندن,sleigh
با پتک زدن,sledgehammer
ضربت موثر,sledgehammer
چرب ونرم,sleek
خوابيدگي,sleep
منام,sleeping place
لالا,sleep
بخواب رفتن,sleep
خواب رفتن,sleep
رمانيدن,startle
خسبيدن,sleep
خوابيدن,sleep
خفتن,sleep
بهار خواب,sleeping porch
بيرون خوابيدن,sleepings outdoor
شب زنده دار,vigilant
خوابگردي کردن,sleepwalk
خوابگردي,sleepwalk
خواب آلود,sleepy
برف ريزه,snowflake
بوران,squall
آستين,sleeve
زمان گذشته فعل,slew
خودبين,slf-conceited
قاچ کردن,slice
قاش کردن,slice
سطح صيقلي,slick
سطح صاف,slick
نرم وصاف,slick
روميلي,slicover
سرسره,slide
سراندن,slide
سريدن,slide
سردهنده,slider
سرخورنده,sliding
جزعي,trivial
باريک اندام,slim
لاغر ميان,slim jim
خره,slime
لجن مال کردن,slime
لجن آلوده,slimy
لجني,slimy
لزج,viscous
قلاب سنگ,sling
سنگ قلاب,sling
بند فنگ,sling arms
نظر چشمي,slink
سقط شده,slink
ليز خودن,slip
ليز خوردن,slip
لغزيدن,slip
لغزش,slip
سقطه,stumble
تکه کاغذ,slip
لغزش خوردن,slip
صفحه اضافي,slip sheet
گره متحرک,slipknot
دم پائي,slipper
لغزندگي,slipperiness
ليزي,slipperiness
دم پايي,slippers
لغزنده,slippery
ليز,slippery
لغزان,slippery
پاشنه خوابيده,slipshod
لا قيد,slipshod
فتيله نخ,sliver
گريه بچگانه,slobber
اسلوبودان ميلوسويچ,Slobodan Milosovich
عرق آلوچه,sloe gin
کوشش سخت,slog
شعار,slogan
تکيه کلام,slogan
شعار پرداز,sloganeer
شعار نويسي کردن,sloganeer
قايق جنگي,sloop
شلوار گشاد,slop
آشغال خوري,slop
سراشيب,slope
سرازيري,slope
سرپائيني,slope
سرآشيبي,slope
سرازير,sloping
شلخته کار,slopworker
غذاي چسبناک,slosh
مشروب لزج,slosh
شکاف کوچک,slot
آويخته بودن,slouch
خشک ريشه,slough
شبيه دله,sloughy
دلهبسته,sloughy
اسلواک,Slovakian
هردمبيل,slovenly
يواش,slow
کندرو,slow moving
آهسته,slow
بطي,slow
آهسته کردن,slow down
سنگينک,slowly
پابرچين,slowly
آهسته آهسته,slowly
باهستگي,slowly
کندروي,slowness
آهستگي,slowness
کثيف شدن,sludge
لجن مال شدن,sludge
ضربه سنگين زدن,swipe
گردونه کندرو,slug
حلزون بي صدف,slug
ضربت مشت,slug
ضربه زن,slugger
مشت زني,slugging
کساد,stagnant
آهسته رو,sluggish
کسادي,stagnance
دريچه تخليه,sluice
بندگذاشتن,sluice
پينکي زدن,slumber
چرتي,slumberer
پينکي,slumberer
زاغه نشين,slummer
کاهش فعاليت,slump
ماست مالي کردن,slur over
هش هش,slurp
ماست مالي,snow job
برفاب,slush
برف آبکي,slush
گل نرم,slush
پچل,sluttish
تودار,sly
محيل,sly
شيطنت آميز,sly
دمدمه,slyness
باصدا غذاخوردن,smack
مزه مخصوصي داشتن,smack
ملچ ملوچ کردن,smack
ماچ صدادار,smack
صداي ماچ,smacking
کم وسعت,small
کوچيک,small
کوچک,small
خرده حساب,small accounts
زنگوله,small bell
زنگله,small bell
ناوچه,small boat
بلم,small boat
دولچه,small bucket
صندوقچه,small chest
طبله,tray
دانک,small grain
شرذمه,small group
روزن,small hole
سراچه,ventricle
روده باريک,small intestine
معاء دقاق,small intestine
لوچه,small lip
بازارچه,small market
شمه,small part
ديگچه,small pot
کرو,small sailboat
بمقياس کم,small scale
سپرچه,small shield
دکه,stand
دکانچه,small shop
بيلچه,small shovel
سيخک,tail-skid
خسک,small thorn
لگنچه,small tub
دهکده,village
اخفش,small-eyed
تصغير,smallness
ميناي لاجوردي,smalt
جلوه گر,smart
سوزش داشتن,smart
پاداش زيان,smart money
درهم کوبيدن,smash
خردشدگي,smash
خورد کردن,smash
بشدت زدن,smash
خرکننده,smasher
اسميلي,Smeiley
بوي,smell
بوکشي,smell
بوييدن,smell
بو کردن,smell
رايحه داشتن,smell
بوکردن,smell
بو کشيدن,smell
بو دادن,stink
بوکش,smeller
شم,smelling
مشام,smelling
استشمام,smelling
بودهنده,smelly
بد بو,stinky
بدبو,stinking
کارخانه گدازگري,smeltery
تبسم کردن,smile
لبخند زدن,smile
لبخند,smile
تبسم,smile
خنده رو,smiling
لبخند مغرورانه زدن,smirk
فلز فروشي,smithy
آهنگرخانه,smithy
مه ودو,smog
